FastqFileAcc	Target	ExperimentAcc	ExperimentAcc share the same Target	PeakType	BedFileAcc from the same ExperimentAcc
ENCFF246DIP	ZNF143	ENCSR936XTK	ENCSR936XTK,ENCSR000DZL	narrowPeak	ENCFF114HTB.bed,ENCFF405WZX.bed,ENCFF369JYP.bed,ENCFF648GNP.bed,ENCFF544NXC.bed
ENCFF002EKO	IRF3	ENCSR408JQO	ENCSR408JQO,ENCSR000DZX	narrowPeak	ENCFF789FWH.bed,ENCFF706IKA.bed,ENCFF035PSF.bed,ENCFF880CYV.bed,ENCFF976ZVG.bed
ENCFF000OBE	POLR2A	ENCSR000BGD	ENCSR000BGD,ENCSR000DKT,ENCSR000EAD,ENCSR000EYW	narrowPeak	ENCFF002CHO.bed,ENCFF879SHG.bed,ENCFF591LRS.bed,ENCFF630QJJ.bed,ENCFF587YZD.bed,ENCFF120VUT.bed
ENCFF000OBK	POU2F2	ENCSR000BGP	ENCSR000BGP	narrowPeak	ENCFF002CHP.bed
ENCFF000OBH	POU2F2	ENCSR000BGP	ENCSR000BGP	narrowPeak	ENCFF002CHP.bed
ENCFF002EHO	ZNF207	ENCSR117KWH	ENCSR117KWH	narrowPeak	ENCFF744DJH.bed,ENCFF432JWQ.bed,ENCFF790EAG.bed,ENCFF273BVT.bed,ENCFF163DWT.bed
ENCFF887BKA	CBX5	ENCSR372GIN	ENCSR372GIN	narrowPeak	ENCFF420YHY.bed,ENCFF454MFQ.bed,ENCFF031TYY.bed,ENCFF836SKU.bed,ENCFF799MMA.bed
ENCFF000OBS	SPI1	ENCSR000BGQ	ENCSR000BGQ	narrowPeak	ENCFF002CHQ.bed
ENCFF000OBP	POU2F2	ENCSR000BGP	ENCSR000BGP	narrowPeak	ENCFF002CHP.bed
ENCFF002EHP	ZNF207	ENCSR117KWH	ENCSR117KWH	narrowPeak	ENCFF744DJH.bed,ENCFF432JWQ.bed,ENCFF790EAG.bed,ENCFF273BVT.bed,ENCFF163DWT.bed
ENCFF002EHQ	TRIM22	ENCSR637QAM	ENCSR835XKS,ENCSR637QAM	narrowPeak	ENCFF829ZUO.bed,ENCFF776OJT.bed,ENCFF779SCE.bed,ENCFF735XQT.bed,ENCFF169ZWD.bed
ENCFF058YFW	SMARCA5	ENCSR706YUH	ENCSR706YUH	narrowPeak	ENCFF478DRD.bed,ENCFF159DHF.bed,ENCFF647XXJ.bed,ENCFF552GWT.bed,ENCFF340WUW.bed
ENCFF000OBU	SPI1	ENCSR000BGQ	ENCSR000BGQ	narrowPeak	ENCFF002CHQ.bed
ENCFF967CDT	ASH2L	ENCSR849WCQ	ENCSR849WCQ	narrowPeak	ENCFF217GDM.bed,ENCFF684QPN.bed,ENCFF801ULT.bed,ENCFF917CXD.bed,ENCFF527XHG.bed
ENCFF086HHP	IRF5	ENCSR976TBC	ENCSR976TBC	narrowPeak	ENCFF341MQJ.bed,ENCFF863BUI.bed,ENCFF877SBO.bed,ENCFF127WGD.bed,ENCFF100ERQ.bed
ENCFF588AQE	BHLHE40	ENCSR987MTA	ENCSR000DZJ,ENCSR987MTA	narrowPeak	ENCFF468GKJ.bed,ENCFF884ZYH.bed,ENCFF172YHV.bed,ENCFF006MIL.bed,ENCFF095GMM.bed
ENCFF000OHX	ZBTB33	ENCSR000BHC	ENCSR000BHC	narrowPeak	ENCFF002CID.bed
ENCFF209IJT	NR2C1	ENCSR784VIQ	ENCSR784VIQ	narrowPeak	ENCFF119UKJ.bed,ENCFF685WLQ.bed,ENCFF041WNR.bed,ENCFF538XDH.bed,ENCFF381SBC.bed
ENCFF599YET	ATF2	ENCSR961PPA	ENCSR961PPA,ENCSR000BQK	narrowPeak	ENCFF869LKG.bed,ENCFF147CFU.bed,ENCFF301WWU.bed,ENCFF049KAI.bed,ENCFF127GYQ.bed
ENCFF002EAO	HCFC1	ENCSR514VAY	ENCSR514VAY	narrowPeak	ENCFF807ESQ.bed,ENCFF750GSF.bed,ENCFF620ZVU.bed,ENCFF062INM.bed,ENCFF895YBG.bed
ENCFF002EAN	HCFC1	ENCSR514VAY	ENCSR514VAY	narrowPeak	ENCFF807ESQ.bed,ENCFF750GSF.bed,ENCFF620ZVU.bed,ENCFF062INM.bed,ENCFF895YBG.bed
ENCFF687CSH	CHD1	ENCSR228DTL	ENCSR000DZE,ENCSR228DTL	narrowPeak	ENCFF521WIF.bed,ENCFF934VGQ.bed,ENCFF669PJP.bed,ENCFF893FXR.bed,ENCFF791ZQA.bed
ENCFF551RMT	TBX21	ENCSR739IHN	ENCSR739IHN	narrowPeak	ENCFF096FPV.bed,ENCFF902EUL.bed,ENCFF869HSY.bed,ENCFF515HWO.bed,ENCFF405NFV.bed
ENCFF542AWV	BHLHE40	ENCSR987MTA	ENCSR000DZJ,ENCSR987MTA	narrowPeak	ENCFF468GKJ.bed,ENCFF884ZYH.bed,ENCFF172YHV.bed,ENCFF006MIL.bed,ENCFF095GMM.bed
ENCFF202EJB	IKZF1	ENCSR874AFU	ENCSR874AFU,ENCSR441VHN,ENCSR000EUJ	narrowPeak	ENCFF492EAL.bed,ENCFF455HXY.bed,ENCFF795PEX.bed,ENCFF343VAG.bed,ENCFF229YSW.bed
ENCFF442RZV	DPF2	ENCSR509FWH	ENCSR509FWH	narrowPeak	ENCFF349MPF.bed,ENCFF150YMV.bed,ENCFF112HEG.bed,ENCFF943NIH.bed,ENCFF496AHM.bed
ENCFF445LTV	BACH1	ENCSR636MKU	ENCSR636MKU	narrowPeak	ENCFF084PVB.bed,ENCFF866OLZ.bed,ENCFF747JGV.bed,ENCFF748WOQ.bed,ENCFF012JXJ.bed
ENCFF258XJK	PKNOX1	ENCSR711XNY	ENCSR711XNY	narrowPeak	ENCFF049YTC.bed,ENCFF020GMZ.bed,ENCFF583BIS.bed,ENCFF825QFX.bed,ENCFF618KHI.bed
ENCFF216ZWY	BHLHE40	ENCSR987MTA	ENCSR000DZJ,ENCSR987MTA	narrowPeak	ENCFF468GKJ.bed,ENCFF884ZYH.bed,ENCFF172YHV.bed,ENCFF006MIL.bed,ENCFF095GMM.bed
ENCFF540RXL	BACH1	ENCSR636MKU	ENCSR636MKU	narrowPeak	ENCFF084PVB.bed,ENCFF866OLZ.bed,ENCFF747JGV.bed,ENCFF748WOQ.bed,ENCFF012JXJ.bed
ENCFF000NTV	BCLAF1	ENCSR000BJZ	ENCSR000BJZ,ENCSR342THD	narrowPeak	ENCFF002CGT.bed
ENCFF000NTS	BCLAF1	ENCSR000BJZ	ENCSR000BJZ,ENCSR342THD	narrowPeak	ENCFF002CGT.bed
ENCFF000NTD	BCL11A	ENCSR000BHA	ENCSR000BHA	narrowPeak	ENCFF002CGR.bed
ENCFF801ZZV	IKZF1	ENCSR441VHN	ENCSR874AFU,ENCSR441VHN,ENCSR000EUJ	narrowPeak	ENCFF413ANK.bed,ENCFF526LHJ.bed,ENCFF963HCJ.bed,ENCFF809OOE.bed
ENCFF000NTL	BCL3	ENCSR000BNQ	ENCSR000BNQ	narrowPeak	ENCFF002CGS.bed
ENCFF000NTN	BCL3	ENCSR000BNQ	ENCSR000BNQ	narrowPeak	ENCFF002CGS.bed
ENCFF000NTH	BCL11A	ENCSR000BHA	ENCSR000BHA	narrowPeak	ENCFF002CGR.bed
ENCFF017QRM	NR2C1	ENCSR784VIQ	ENCSR784VIQ	narrowPeak	ENCFF119UKJ.bed,ENCFF685WLQ.bed,ENCFF041WNR.bed,ENCFF538XDH.bed,ENCFF381SBC.bed
ENCFF021DVV	MLLT1	ENCSR552XSN	ENCSR552XSN	narrowPeak	ENCFF657OOK.bed,ENCFF966NTL.bed,ENCFF942NGM.bed,ENCFF881VZH.bed,ENCFF173KPE.bed
ENCFF863GNT	NBN	ENCSR278SQL	ENCSR278SQL	narrowPeak	ENCFF055NJR.bed,ENCFF635TWM.bed,ENCFF174HNI.bed,ENCFF211SVA.bed,ENCFF257OPZ.bed
ENCFF454FRC	MLLT1	ENCSR552XSN	ENCSR552XSN	narrowPeak	ENCFF657OOK.bed,ENCFF966NTL.bed,ENCFF942NGM.bed,ENCFF881VZH.bed,ENCFF173KPE.bed
ENCFF354VZR	CBX5	ENCSR372GIN	ENCSR372GIN	narrowPeak	ENCFF420YHY.bed,ENCFF454MFQ.bed,ENCFF031TYY.bed,ENCFF836SKU.bed,ENCFF799MMA.bed
ENCFF571OVI	NFXL1	ENCSR746XEG	ENCSR746XEG	narrowPeak	ENCFF763SSU.bed,ENCFF635ZSK.bed,ENCFF166FRO.bed,ENCFF593EHO.bed,ENCFF044ASF.bed
ENCFF438VPJ	BHLHE40	ENCSR987MTA	ENCSR000DZJ,ENCSR987MTA	narrowPeak	ENCFF468GKJ.bed,ENCFF884ZYH.bed,ENCFF172YHV.bed,ENCFF006MIL.bed,ENCFF095GMM.bed
ENCFF379ZPU	JUNB	ENCSR897MMC	ENCSR897MMC	narrowPeak	ENCFF294GPL.bed,ENCFF332JOV.bed,ENCFF784PEF.bed,ENCFF939TZS.bed,ENCFF236WSQ.bed
ENCFF370YRD	NFXL1	ENCSR746XEG	ENCSR746XEG	narrowPeak	ENCFF763SSU.bed,ENCFF635ZSK.bed,ENCFF166FRO.bed,ENCFF593EHO.bed,ENCFF044ASF.bed
ENCFF000OFY	STAT5A	ENCSR000BQZ	ENCSR000BQZ	narrowPeak	ENCFF002CHX.bed
ENCFF900RHA	ARID3A	ENCSR778UBR	ENCSR778UBR	narrowPeak	ENCFF027VZK.bed,ENCFF716JVW.bed,ENCFF877OQG.bed,ENCFF644NTF.bed,ENCFF415CYX.bed
ENCFF002EDA	CEBPB	ENCSR681NOM	ENCSR000BRX,ENCSR681NOM	narrowPeak	ENCFF761MGJ.bed,ENCFF300RLB.bed,ENCFF284OML.bed,ENCFF017STY.bed,ENCFF701HMB.bed
ENCFF002EDB	UBTF	ENCSR459FTB	ENCSR459FTB	narrowPeak	ENCFF882ZXB.bed,ENCFF911LYM.bed,ENCFF830BYO.bed,ENCFF499CTR.bed,ENCFF745TNJ.bed
ENCFF002EDC	UBTF	ENCSR459FTB	ENCSR459FTB	narrowPeak	ENCFF882ZXB.bed,ENCFF911LYM.bed,ENCFF830BYO.bed,ENCFF499CTR.bed,ENCFF745TNJ.bed
ENCFF000OFK	SRF	ENCSR000BGE	ENCSR000BGE	narrowPeak	ENCFF002CHW.bed,ENCFF339GTZ.bed,ENCFF972PDN.bed,ENCFF613VCR.bed,ENCFF593FGJ.bed,ENCFF199WGD.bed
ENCFF199JYM	ZBTB40	ENCSR189YYK	ENCSR189YYK	narrowPeak	ENCFF297SZY.bed,ENCFF742SNU.bed,ENCFF321DBH.bed,ENCFF501JIG.bed,ENCFF357WYN.bed
ENCFF812RLF	ATF2	ENCSR961PPA	ENCSR961PPA,ENCSR000BQK	narrowPeak	ENCFF869LKG.bed,ENCFF147CFU.bed,ENCFF301WWU.bed,ENCFF049KAI.bed,ENCFF127GYQ.bed
ENCFF000WGW	ZNF143	ENCSR000DZL	ENCSR936XTK,ENCSR000DZL	narrowPeak	ENCFF001VFU.bed,ENCFF002CPW.bed
ENCFF000ASW	H3K27me3	ENCSR000AKD	ENCSR000AKD,ENCSR000DRX	narrowPeak	ENCFF523KGZ.bed,ENCFF533IKU.bed,ENCFF973OTZ.bed,ENCFF247VUO.bed
ENCFF000ASV	H3K27me3	ENCSR000AKD	ENCSR000AKD,ENCSR000DRX	narrowPeak	ENCFF523KGZ.bed,ENCFF533IKU.bed,ENCFF973OTZ.bed,ENCFF247VUO.bed
ENCFF000ASU	H3K27ac	ENCSR000AKC	ENCSR000AKC	narrowPeak	ENCFF660QDF.bed,ENCFF557MGM.bed,ENCFF849JNQ.bed,ENCFF816AHV.bed,ENCFF465WTH.bed,ENCFF411MHX.bed
ENCFF964RPP	CREM	ENCSR839XZU	ENCSR839XZU	narrowPeak	ENCFF510TYC.bed,ENCFF642JEY.bed,ENCFF874IMP.bed,ENCFF263KGZ.bed,ENCFF534CKB.bed
ENCFF000ASR	H3K4me3	ENCSR000AKA	ENCSR057BWO,ENCSR000AKA,ENCSR000DRY	narrowPeak	ENCFF795URC.bed,ENCFF392CDW.bed,ENCFF368BLZ.bed,ENCFF068UAA.bed
ENCFF000ASP	H3K27ac	ENCSR000AKC	ENCSR000AKC	narrowPeak	ENCFF660QDF.bed,ENCFF557MGM.bed,ENCFF849JNQ.bed,ENCFF816AHV.bed,ENCFF465WTH.bed,ENCFF411MHX.bed
ENCFF000ASM	H3K4me1	ENCSR000AKF	ENCSR000AKF	narrowPeak	ENCFF317ATF.bed,ENCFF966LMJ.bed,ENCFF507SNM.bed,ENCFF921LKB.bed
ENCFF000ASD	H2AFZ	ENCSR000AOV	ENCSR000AOV	narrowPeak	ENCFF138KJE.bed,ENCFF179JBC.bed,ENCFF300HAP.bed,ENCFF584NAD.bed
ENCFF000ASC	H2AFZ	ENCSR000AOV	ENCSR000AOV	narrowPeak	ENCFF138KJE.bed,ENCFF179JBC.bed,ENCFF300HAP.bed,ENCFF584NAD.bed
ENCFF002ELB	STAT1	ENCSR332EYT	ENCSR332EYT,ENCSR000DZM	narrowPeak	ENCFF728RVS.bed,ENCFF019TKV.bed,ENCFF294YGK.bed,ENCFF680DVR.bed,ENCFF557HJB.bed
ENCFF000ASA	EZH2	ENCSR000ARD	ENCSR000ARD	narrowPeak	ENCFF002CDQ.bed,ENCFF437BUE.bed,ENCFF178CPV.bed,ENCFF411KUR.bed,ENCFF859FLD.bed,ENCFF678JII.bed
ENCFF000WDY	SREBF1	ENCSR000DYU	ENCSR000DYU	narrowPeak	ENCFF001VFJ.bed
ENCFF000VUJ	E2F4	ENCSR000DYY	ENCSR000DYY	narrowPeak	ENCFF001VEE.bed,ENCFF002COR.bed
ENCFF000WDW	SREBF1	ENCSR000DYU	ENCSR000DYU	narrowPeak	ENCFF001VFJ.bed
ENCFF000VUO	CHD2	ENCSR000DZR	ENCSR000DZR	narrowPeak	ENCFF001VEB.bed,ENCFF002COO.bed
ENCFF000VUL	E2F4	ENCSR000DYY	ENCSR000DYY	narrowPeak	ENCFF001VEE.bed,ENCFF002COR.bed
ENCFF156KWQ	RELB	ENCSR387QUV	ENCSR387QUV	narrowPeak	ENCFF355VTC.bed,ENCFF967CAZ.bed,ENCFF747HDW.bed,ENCFF739VBA.bed,ENCFF456FQB.bed
ENCFF000VUP	CHD2	ENCSR000DZR	ENCSR000DZR	narrowPeak	ENCFF001VEB.bed,ENCFF002COO.bed
ENCFF000WDO	RFX5	ENCSR000DZW	ENCSR000DZW	narrowPeak	ENCFF001VFF.bed,ENCFF002CPL.bed
ENCFF000WDI	RAD21	ENCSR000EAC	ENCSR000BMY,ENCSR000EAC	narrowPeak	ENCFF001VFE.bed,ENCFF002CPK.bed
ENCFF000WDJ	RAD21	ENCSR000EAC	ENCSR000BMY,ENCSR000EAC	narrowPeak	ENCFF001VFE.bed,ENCFF002CPK.bed
ENCFF000VUU	CTCF	ENCSR000DZN	ENCSR000DZN,ENCSR000DRZ,ENCSR000DLD,ENCSR000DLE,ENCSR000DKV,ENCSR000AKB	narrowPeak	ENCFF001VED.bed,ENCFF002COQ.bed,ENCFF256QBB.bed,ENCFF307KRD.bed,ENCFF833GQU.bed,ENCFF710VEH.bed
ENCFF000WDE	SIN3A	ENCSR000DYX	ENCSR000DYX	narrowPeak	ENCFF001VFG.bed,ENCFF002CPM.bed
ENCFF000VUY	ELK1	ENCSR000DZB	ENCSR000DZB	narrowPeak	ENCFF001VEG.bed,ENCFF002COT.bed
ENCFF000WDC	SIN3A	ENCSR000DYX	ENCSR000DYX	narrowPeak	ENCFF001VFG.bed,ENCFF002CPM.bed
ENCFF002BFR	TARDBP	ENCSR016UEH	ENCSR412QBS,ENCSR016UEH	narrowPeak	ENCFF168RYI.bed,ENCFF922UWO.bed,ENCFF025MTA.bed,ENCFF500LLP.bed,ENCFF374HJR.bed
ENCFF002EHS	TRIM22	ENCSR637QAM	ENCSR835XKS,ENCSR637QAM	narrowPeak	ENCFF829ZUO.bed,ENCFF776OJT.bed,ENCFF779SCE.bed,ENCFF735XQT.bed,ENCFF169ZWD.bed
ENCFF002BFH	CREM	ENCSR839XZU	ENCSR839XZU	narrowPeak	ENCFF510TYC.bed,ENCFF642JEY.bed,ENCFF874IMP.bed,ENCFF263KGZ.bed,ENCFF534CKB.bed
ENCFF002BFK	ETV6	ENCSR626VUC	ENCSR626VUC,ENCSR597VGC	narrowPeak	ENCFF496IEH.bed,ENCFF162BDU.bed,ENCFF777XYO.bed,ENCFF972SOG.bed,ENCFF692GBM.bed
ENCFF002BFL	ETV6	ENCSR626VUC	ENCSR626VUC,ENCSR597VGC	narrowPeak	ENCFF496IEH.bed,ENCFF162BDU.bed,ENCFF777XYO.bed,ENCFF972SOG.bed,ENCFF692GBM.bed
ENCFF002BFN	TCF7	ENCSR501DKS	ENCSR501DKS	narrowPeak	ENCFF508MRO.bed,ENCFF988AWI.bed,ENCFF925ZGX.bed,ENCFF817AOQ.bed,ENCFF305ICK.bed
ENCFF079AYE	MTA2	ENCSR293QAR	ENCSR293QAR	narrowPeak	ENCFF593KRH.bed,ENCFF494SRY.bed,ENCFF407KWG.bed,ENCFF966RPL.bed,ENCFF197TYK.bed
ENCFF367BMZ	IKZF2	ENCSR680UQE	ENCSR680UQE	narrowPeak	ENCFF431GOQ.bed,ENCFF515FMR.bed,ENCFF379VSR.bed,ENCFF337XDI.bed,ENCFF339FFC.bed
ENCFF000VXA	JUND	ENCSR000DYS	ENCSR000DYS,ENCSR000EYV	narrowPeak	ENCFF001VEL.bed,ENCFF435ICE.bed,ENCFF811UJD.bed,ENCFF033WHB.bed,ENCFF321KTX.bed,ENCFF556PIY.bed
ENCFF000VXC	JUND	ENCSR000DYS	ENCSR000DYS,ENCSR000EYV	narrowPeak	ENCFF001VEL.bed,ENCFF435ICE.bed,ENCFF811UJD.bed,ENCFF033WHB.bed,ENCFF321KTX.bed,ENCFF556PIY.bed
ENCFF000VXD	IRF3	ENCSR000DZX	ENCSR408JQO,ENCSR000DZX	narrowPeak	ENCFF001VEK.bed
ENCFF000VXI	IRF3	ENCSR000DZX	ENCSR408JQO,ENCSR000DZX	narrowPeak	ENCFF001VEK.bed
ENCFF000VXQ	MAFK	ENCSR000DYV	ENCSR000DYV	narrowPeak	ENCFF001VEN.bed,ENCFF122PLB.bed,ENCFF226PAC.bed,ENCFF689AXJ.bed,ENCFF156VOX.bed,ENCFF112CKJ.bed
ENCFF000VXS	MAFK	ENCSR000DYV	ENCSR000DYV	narrowPeak	ENCFF001VEN.bed,ENCFF122PLB.bed,ENCFF226PAC.bed,ENCFF689AXJ.bed,ENCFF156VOX.bed,ENCFF112CKJ.bed
ENCFF000VXY	MAX	ENCSR000DZF	ENCSR000DZF	narrowPeak	ENCFF001VEO.bed,ENCFF002COW.bed
ENCFF000OAN	PML	ENCSR000BQM	ENCSR000BQM	narrowPeak	ENCFF002CHM.bed
ENCFF000OAL	PML	ENCSR000BQM	ENCSR000BQM	narrowPeak	ENCFF002CHM.bed
ENCFF530OLZ	TCF12	ENCSR725VFL	ENCSR725VFL,ENCSR000BGZ	narrowPeak	ENCFF601WVR.bed,ENCFF531FOV.bed,ENCFF595TGO.bed,ENCFF237IPT.bed,ENCFF017LZE.bed
ENCFF000OAF	PBX3	ENCSR000BGR	ENCSR000BGR	narrowPeak	ENCFF002CHL.bed
ENCFF000OAD	PBX3	ENCSR000BGR	ENCSR000BGR	narrowPeak	ENCFF002CHL.bed
ENCFF100FQP	KDM1A	ENCSR391IWM	ENCSR391IWM	narrowPeak	ENCFF040IUQ.bed,ENCFF387DEN.bed,ENCFF948QKK.bed,ENCFF996RRT.bed,ENCFF385GVM.bed
ENCFF000OAS	POLR2AphosphoS5	ENCSR000BIF	ENCSR000BIF	narrowPeak	ENCFF002CHN.bed
ENCFF583BRM	ZBED1	ENCSR207PFI	ENCSR207PFI	narrowPeak	ENCFF846TRX.bed,ENCFF493ZGH.bed,ENCFF196ECC.bed,ENCFF266JBU.bed,ENCFF123WEZ.bed
ENCFF000OAU	POLR2AphosphoS5	ENCSR000BIF	ENCSR000BIF	narrowPeak	ENCFF002CHN.bed
ENCFF697WPB	TARDBP	ENCSR016UEH	ENCSR412QBS,ENCSR016UEH	narrowPeak	ENCFF168RYI.bed,ENCFF922UWO.bed,ENCFF025MTA.bed,ENCFF500LLP.bed,ENCFF374HJR.bed
ENCFF000WFD	STAT1	ENCSR000DZM	ENCSR332EYT,ENCSR000DZM	narrowPeak	ENCFF001VFL.bed,ENCFF002CPO.bed
ENCFF580NZZ	BMI1	ENCSR469WII	ENCSR469WII	narrowPeak	ENCFF809PXE.bed,ENCFF159QMJ.bed,ENCFF827JSS.bed,ENCFF626WXN.bed,ENCFF089KCX.bed
ENCFF000VVI	ESRRA	ENCSR000DYQ	ENCSR000DYQ	narrowPeak	ENCFF001VEH.bed
ENCFF000WCC	POLR2A	ENCSR000EAD	ENCSR000BGD,ENCSR000DKT,ENCSR000EAD,ENCSR000EYW	narrowPeak	ENCFF001VFA.bed,ENCFF002CPG.bed
ENCFF668ZNC	IRF5	ENCSR976TBC	ENCSR976TBC	narrowPeak	ENCFF341MQJ.bed,ENCFF863BUI.bed,ENCFF877SBO.bed,ENCFF127WGD.bed,ENCFF100ERQ.bed
ENCFF000VVA	ELK1	ENCSR000DZB	ENCSR000DZB	narrowPeak	ENCFF001VEG.bed,ENCFF002COT.bed
ENCFF000VSS	CUX1	ENCSR000DYR	ENCSR000DYR	narrowPeak	ENCFF001VDY.bed
ENCFF000VVG	ESRRA	ENCSR000DYQ	ENCSR000DYQ	narrowPeak	ENCFF001VEH.bed
ENCFF000WCU	POLR3G	ENCSR000EYU	ENCSR000EYU	narrowPeak	ENCFF001VFC.bed,ENCFF002CPJ.bed
ENCFF000VVX	IKZF1	ENCSR000EUJ	ENCSR874AFU,ENCSR441VHN,ENCSR000EUJ	narrowPeak	ENCFF001VEJ.bed,ENCFF002COU.bed
ENCFF000WCS	POLR2AphosphoS2	ENCSR000DZK	ENCSR000DZK	narrowPeak	ENCFF001VFD.bed,ENCFF002CPI.bed
ENCFF000WCR	POLR2AphosphoS2	ENCSR000DZK	ENCSR000DZK	narrowPeak	ENCFF001VFD.bed,ENCFF002CPI.bed
ENCFF000VVQ	EBF1	ENCSR000DZQ	ENCSR000BGU,ENCSR000DZQ	narrowPeak	ENCFF001VEF.bed,ENCFF002COS.bed
ENCFF000VVP	EBF1	ENCSR000DZQ	ENCSR000BGU,ENCSR000DZQ	narrowPeak	ENCFF001VEF.bed,ENCFF002COS.bed
ENCFF000VVV	IKZF1	ENCSR000EUJ	ENCSR874AFU,ENCSR441VHN,ENCSR000EUJ	narrowPeak	ENCFF001VEJ.bed,ENCFF002COU.bed
ENCFF263DDP	GATAD2B	ENCSR828NCB	ENCSR828NCB	narrowPeak	ENCFF271HBJ.bed,ENCFF456YII.bed,ENCFF040LOQ.bed,ENCFF444FZU.bed,ENCFF855RKW.bed
ENCFF496SEN	CBX8	ENCSR265MJJ	ENCSR265MJJ	narrowPeak	ENCFF276CGN.bed,ENCFF163MPJ.bed,ENCFF814NEN.bed,ENCFF571DSA.bed
ENCFF001EXW	H3K36me3	ENCSR000DRW	ENCSR000DRW	narrowPeak	ENCFF001WYG.bed,ENCFF001WYI.bed,ENCFF986RLS.bed,ENCFF348OWQ.bed,ENCFF695NNX.bed,ENCFF479XLN.bed
ENCFF001EXY	H3K36me3	ENCSR000DRW	ENCSR000DRW	narrowPeak	ENCFF001WYG.bed,ENCFF001WYI.bed,ENCFF986RLS.bed,ENCFF348OWQ.bed,ENCFF695NNX.bed,ENCFF479XLN.bed
ENCFF000VSY	BRCA1	ENCSR000DZS	ENCSR000DZS	narrowPeak	ENCFF001VDX.bed,ENCFF002COL.bed
ENCFF001EXM	H3K27me3	ENCSR000DRX	ENCSR000AKD,ENCSR000DRX	narrowPeak	ENCFF001WYC.bed,ENCFF001WYD.bed,ENCFF094PMF.bed,ENCFF770RYX.bed,ENCFF734CUK.bed,ENCFF851UKZ.bed
ENCFF001EXO	H3K27me3	ENCSR000DRX	ENCSR000AKD,ENCSR000DRX	narrowPeak	ENCFF001WYC.bed,ENCFF001WYD.bed,ENCFF094PMF.bed,ENCFF770RYX.bed,ENCFF734CUK.bed,ENCFF851UKZ.bed
ENCFF663LVG	CHD7	ENCSR649WUM	ENCSR649WUM	narrowPeak	ENCFF713HQO.bed,ENCFF861BOG.bed,ENCFF577UFH.bed,ENCFF942UUH.bed,ENCFF140QGZ.bed
ENCFF618AAS	ASH2L	ENCSR849WCQ	ENCSR849WCQ	narrowPeak	ENCFF217GDM.bed,ENCFF684QPN.bed,ENCFF801ULT.bed,ENCFF917CXD.bed,ENCFF527XHG.bed
ENCFF416SAW	SMARCA5	ENCSR706YUH	ENCSR706YUH	narrowPeak	ENCFF478DRD.bed,ENCFF159DHF.bed,ENCFF647XXJ.bed,ENCFF552GWT.bed,ENCFF340WUW.bed
ENCFF433QIM	DPF2	ENCSR509FWH	ENCSR509FWH	narrowPeak	ENCFF349MPF.bed,ENCFF150YMV.bed,ENCFF112HEG.bed,ENCFF943NIH.bed,ENCFF496AHM.bed
ENCFF001HHX	CTCF	ENCSR000DRZ	ENCSR000DZN,ENCSR000DRZ,ENCSR000DLD,ENCSR000DLE,ENCSR000DKV,ENCSR000AKB	narrowPeak	ENCFF001XPL.bed,ENCFF001XPM.bed,ENCFF002DCM.bed,ENCFF303UAB.bed,ENCFF559IXF.bed,ENCFF918HTJ.bed,ENCFF963PJY.bed,ENCFF473RXY.bed
ENCFF587OVW	NR2F1	ENCSR514VYD	ENCSR514VYD	narrowPeak	ENCFF766CJW.bed,ENCFF878DLA.bed,ENCFF241KMD.bed,ENCFF810CEL.bed,ENCFF255HIR.bed
ENCFF000NYN	REST	ENCSR000BQS	ENCSR000BGF,ENCSR000BQS	narrowPeak	ENCFF002CHH.bed
ENCFF000NYJ	NFIC	ENCSR000BRN	ENCSR000BRN	narrowPeak	ENCFF002CHG.bed
ENCFF000NYK	REST	ENCSR000BQS	ENCSR000BGF,ENCSR000BQS	narrowPeak	ENCFF002CHH.bed
ENCFF000NYH	NFIC	ENCSR000BRN	ENCSR000BRN	narrowPeak	ENCFF002CHG.bed
ENCFF000NYB	NFATC1	ENCSR000BQL	ENCSR000BQL	narrowPeak	ENCFF002CHF.bed
ENCFF178JHO	TARDBP	ENCSR412QBS	ENCSR412QBS,ENCSR016UEH	narrowPeak	ENCFF016QUV.bed,ENCFF354CAT.bed,ENCFF187SWR.bed,ENCFF360OXD.bed,ENCFF733UTZ.bed
ENCFF598WCX	H3K4me3	ENCSR057BWO	ENCSR057BWO,ENCSR000AKA,ENCSR000DRY	narrowPeak	ENCFF238AYS.bed,ENCFF460VIH.bed,ENCFF656JPY.bed,ENCFF295GNH.bed
ENCFF431UPR	TCF12	ENCSR725VFL	ENCSR725VFL,ENCSR000BGZ	narrowPeak	ENCFF601WVR.bed,ENCFF531FOV.bed,ENCFF595TGO.bed,ENCFF237IPT.bed,ENCFF017LZE.bed
ENCFF296PDU	BCLAF1	ENCSR342THD	ENCSR000BJZ,ENCSR342THD	narrowPeak	ENCFF308RFY.bed,ENCFF747IZZ.bed,ENCFF015YHT.bed,ENCFF082QVO.bed,ENCFF222GJV.bed
ENCFF188ZWJ	EED	ENCSR199WXF	ENCSR199WXF	narrowPeak	ENCFF254LCG.bed,ENCFF327ANX.bed,ENCFF050FWJ.bed,ENCFF393KDR.bed,ENCFF242VUO.bed
ENCFF788SAX	IKZF1	ENCSR441VHN	ENCSR874AFU,ENCSR441VHN,ENCSR000EUJ	narrowPeak	ENCFF413ANK.bed,ENCFF526LHJ.bed,ENCFF963HCJ.bed,ENCFF809OOE.bed
